,age,is_selfie_verified,gender,schools,city,show_gender_on_profile,relationship_intent,sexual_orientations,hide_age,hide_distance,is_traveling,custom_gender,zodiac_sign,height,education_level,relationship_type,workout,professions,company_name,has_face
0,21.0,False,,University of Groningen,Groningen,0.0,,,,,,,Virgo,,,,,,,True
1,21.0,False,,,,0.0,Long-term partner,,,,,,,,,,,,,True
2,23.0,False,,University of Groningen,,0.0,,,,,,,Virgo,,,,,,,True
3,23.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,,,Masters,,,,,True
4,24.0,True,,Universiteit van Amsterdam,,0.0,,,,,,,,,,,,,,True
5,25.0,False,,,Groningen,0.0,Still figuring it out,,,,,,Pisces,,,Monogamy,Often,Burger met studentenleven,LAVG,True
6,23.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,,,,176.0,Bachelors,,Often,Klantadviseur,Webhelp Groningen,True
7,21.0,True,,Hanze University of Applied Sciences Groningen,Groningen,0.0,"Short-term, open to long",,,,,,Libra,,In College,Monogamy,,Junior Assistent Accountant,,True
8,24.0,True,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,,,,,Often,"[{'company': {'name': 'Grand Café Time Out'}, 'title': None}]",Grand Café Time Out,True
9,25.0,False,,Hanzehogeschool Groningen,,0.0,,,,,,,Aquarius,,In Grad School,,,,,True
10,26.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,Gemini,178.0,Masters,Monogamy,Often,"[{'company': {'name': 'UMCG'}, 'title': None}]",UMCG,True
11,24.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
12,23.0,True,,Hanzehogeschool Groningen,Groningen,0.0,,,,,,,Aries,,Bachelors,,Sometimes,"[{'company': {'name': 'HMB'}, 'title': None}]",HMB,True
13,24.0,True,,,,0.0,,,,,,,Libra,,In Grad School,,Often,Verpleegkundige,,True
14,21.0,False,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,,,,,,,,True
15,21.0,False,,NHL Hogeschool,Groningen,0.0,Still figuring it out,,,,,,Cancer,,In Grad School,,,,,True
16,20.0,False,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,Straight,,,,,Capricorn,174.0,In Grad School,Monogamy,Sometimes,Lerares,,True
17,20.0,False,,Rijksuniversiteit Groningen,,0.0,Still figuring it out,,,,,,,,,,,,,True
18,21.0,True,F,Hanze University of Applied Sciences Groningen,Groningen,1.0,Still figuring it out,Straight,,,,,Libra,175.0,,Open to exploring,Sometimes,Sales advisor,,True
19,25.0,False,,,,0.0,Long-term partner,,,,,,,,,,,,,True
20,21.0,False,F,Hanzehogeschool Groningen,Groningen,1.0,,,,,,,,,,,,,,True
21,25.0,True,,Hanzehogeschool Groningen,,0.0,,,,,,,,174.0,,,,Student,,True
22,23.0,False,,Alfa College,Groningen,0.0,"Long-term, open to short",,0.0,0.0,,,Aries,163.0,Trade School,,Sometimes,In de zorg,,False
23,22.0,False,,Avans Hogeschool,,0.0,,,,,0.0,,Aquarius,,In Grad School,,,,,False
24,23.0,False,,,,0.0,Still figuring it out,Bisexual,,,,,,,,,,,,True
25,21.0,False,F,Rijksuniversiteit Groningen,Leeuwarden,1.0,,,,,,,Leo,,Bachelors,,Often,,,True
26,21.0,True,,Hanze University of Applied Sciences Groningen,Groningen,0.0,Still figuring it out,Straight,,,,,Leo,170.0,Bachelors,,Often,,,False
27,19.0,False,,,,0.0,Short-term fun,,,,,,,,,Open to exploring,Everyday,,,True
28,25.0,False,,,Groningen,0.0,,,,,,,,,,,,,,True
29,24.0,False,,,,0.0,Still figuring it out,,,,,,Capricorn,,In Grad School,,Sometimes,,,True
30,25.0,True,,Facilitair Leidinggevende,Groningen,0.0,,,,,,,Leo,230.0,,,,,,True
31,20.0,False,,Hanzehogeschool Groningen,Groningen,0.0,,,,,,,,,In College,,,,,True
32,25.0,True,,University Of Groningen,Groningen,0.0,,,,,0.0,,,197.0,Masters,,,,,True
33,23.0,True,,,,0.0,"Long-term, open to short",,,,,,,,,,,,,False
34,25.0,True,,,Groningen,0.0,Still figuring it out,,0.0,0.0,,,Libra,186.0,,,Sometimes,,,True
35,23.0,True,,University of Groningen,Groningen,0.0,,,,,0.0,,Scorpio,,,,Often,Bartender,A Bar in Groningen,True
36,19.0,True,F,,Groningen,1.0,Still figuring it out,,,,,,Sagittarius,160.0,,,,,,True
37,24.0,True,,Jan Des Bouvrie Academie,Groningen,0.0,,,,,,,Capricorn,,,,,Interieurontwerper,,True
38,20.0,False,,Uniwersytet Ekonomiczny w Krakowie,,0.0,Still figuring it out,,,,,,Sagittarius,,,,,,,True
39,21.0,False,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,Sagittarius,,,,,,,True
40,25.0,True,,Master Content & Media Strategy,Groningen,0.0,,,0.0,0.0,,,Cancer,,In Grad School,,,Teamleider,Supermarkt,True
41,22.0,True,,Journalistiek,Groningen,0.0,,,,,,,Capricorn,,,,,,,False
42,23.0,True,F,Rijksuniversiteit Groningen,Groningen,,,,,,,,Aries,,,,Often,,,True
43,23.0,False,F,Hanzehogeschool Groningen,Groningen,,Still figuring it out,,,,,,Taurus,,Bachelors,Monogamy,Occasionally,,,True
44,26.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,0.0,,Virgo,188.0,Masters,,,MA student,,True
45,22.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,,,,,Bachelors,,Often,Team050,,True
46,22.0,True,,Hanzehogeschool Groningen,Groningen,0.0,,,,,,,,180.0,In Grad School,,,,,True
47,25.0,True,F,Hanzehogeschool Groningen,Groningen,,,,,,,,Libra,,In Grad School,,,,,True
48,23.0,False,F,Hanzehogeschool Groningen,Groningen,1.0,"Long-term, open to short",Straight,0.0,0.0,,,,,In Grad School,,,,,True
49,23.0,True,,Hanzehogeschool Groningen,,0.0,"Short-term, open to long",,,,,,,,,,,,,True
50,22.0,True,M,Hanzehogeschool Groningen,Groningen,1.0,,,,,0.0,,,183.0,,,,,,True
51,20.0,False,,University of Groningen,Groningen,0.0,Still figuring it out,,,,,,Aquarius,175.0,In College,,,,,False
52,26.0,False,F,,Groningen,1.0,,,,,,,Taurus,173.0,In Grad School,,Sometimes,Logopedist & Boekhandelaar,,True
53,24.0,False,,,,0.0,"Long-term, open to short",,,,,,,,Masters,,Often,Architectuur,,True
54,26.0,True,,,Groningen,0.0,Still figuring it out,,,,,,Libra,,,,,,,True
55,21.0,False,F,Hanzehogeschool Groningen,Groningen,1.0,"Short-term, open to long",Straight,,,,,Virgo,,In Grad School,,Often,Begeleider,,True
56,21.0,False,,,,0.0,"Short-term, open to long",,,,,,,,,,,,,True
57,25.0,False,,,,0.0,Still figuring it out,,,,,,,167.0,,,,,,True
58,21.0,True,,Hanzehogeschool Groningen,Groningen,0.0,"Short-term, open to long",,,,,,,,In Grad School,,,,,True
59,26.0,True,F,Rijksuniversiteit Groningen,,1.0,,Straight,,,,,,,,,,,,True
60,21.0,False,F,University of Groningen,Groningen,1.0,Short-term fun,,,,,,Leo,,In College,,Often,,,True
61,25.0,False,,,Groningen,0.0,,,,,0.0,,,,,,,,,True
62,22.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,,Bisexual,,,,,,,Bachelors,,,Crashtestdummie,,True
63,22.0,False,,Hanzehogeschool Groningen,,0.0,Still figuring it out,,,,,,,,,,,,,True
64,26.0,True,,Hanzehogeschool Groningen,Groningen,0.0,,,,,,,Aries,,,,,,,True
65,26.0,False,,Rijksuniversiteit Groningen,,0.0,New friends,,0.0,0.0,,,Pisces,,Bachelors,,Sometimes,,,True
66,21.0,True,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,Taurus,,In Grad School,,Sometimes,Bediening bij Brussels Lof,,True
67,25.0,False,,,Groningen,0.0,,,,,,,Leo,,In Grad School,,Often,,,True
68,26.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
69,24.0,False,,,Groningen,0.0,,,,,,,,,,,,Verkoopmedewerker,Skins Cosmetics,True
70,23.0,False,,,Groningen,0.0,,,,,,,Cancer,,In Grad School,,Sometimes,Horecamedewerker,,True
71,25.0,False,,Rijksuniversiteit Groningen,,0.0,Still figuring it out,,,,,,Capricorn,,Masters,,,proces engineer,,True
72,23.0,True,,,Groningen,0.0,,,,,,,Gemini,,,,,,,True
73,26.0,False,F,Ghent University,,,Still figuring it out,,,,,,,,Masters,,,,,True
74,23.0,True,F,University of Groningen,,1.0,New friends,Straight,,,,,,,,,,,,True
75,23.0,False,F,Rijksuniversiteit Groningen,,1.0,,,,,,,,,Masters,,Sometimes,,,True
76,22.0,False,,Social Work,Groningen,0.0,,,,,,,Cancer,179.0,,,,Barista,,True
77,21.0,False,,University of Groningen,,0.0,Still figuring it out,Bisexual,,,,,,163.0,,Monogamy,,,,True
78,23.0,True,F,Universiteit Utrecht,Utrecht,1.0,Still figuring it out,Straight,,,,,Leo,,In College,Monogamy,,Student,,True
79,24.0,False,M,University of Groningen,,,,,,,,,,,,,,student,,True
80,23.0,False,,Geneeskunde ,Groningen,0.0,,,0.0,0.0,0.0,,,,,,,,,True
81,20.0,False,,,Groningen,0.0,Still figuring it out,,,,,,,,,,,,,True
82,20.0,True,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,Aquarius,181.0,In Grad School,,Sometimes,,,True
83,21.0,True,,rug,Groningen,0.0,Short-term fun,Bisexual,,,,,Cancer,,In College,Open to exploring,,,,True
84,25.0,True,,,Groningen,0.0,"Long-term, open to short",,,,,,Taurus,,Masters,Monogamy,Often,Recruiter & Communications Coordinator,Hanze UAS,True
85,22.0,False,,Bedrijfskunde,Groningen,0.0,Still figuring it out,,,,,,Gemini,,In Grad School,,,"[{'company': {'name': 'Making connections'}, 'title': None}]",Making connections,True
86,22.0,False,,Hanze University of Applied Sciences Groningen,,0.0,"Short-term, open to long",,,,,,,,,Open to exploring,,,,True
87,23.0,False,F,Hanzehogeschool Groningen,,,,,,,0.0,,,,,,,,,True
88,22.0,True,F,Prins Claus Conservatorium ,Groningen,1.0,,,,,,,,,,,,,,True
89,22.0,True,,Hanzehogeschool Groningen,Groningen,0.0,,,,,,,Aquarius,,Bachelors,,,Industrial Engineering & Management,,True
90,23.0,True,,Saxion PABO,Enschede,0.0,,,,,,,Aquarius,,In College,,,Musical performer & Entertainer,,True
91,26.0,False,F,HKU,,,New friends,,,,,,Cancer,,In Grad School,,,,,True
92,21.0,True,F,Hanzehogeschool Groningen,Groningen,1.0,,,,,0.0,,Aquarius,169.0,Bachelors,,,Thuiszorg,,True
93,25.0,False,F,Persoonlijk begeleider specifieke doelgroepen ,Groningen,,Still figuring it out,Straight,0.0,0.0,0.0,,Sagittarius,,Trade School,,Never,Stagiaire persoonlijk begeleider,,True
94,22.0,True,,Hanzehogeschool Groningen,,0.0,"Long-term, open to short",,,,,,Leo,202.0,In College,,,,,True
95,24.0,True,,,Groningen,0.0,Still figuring it out,,,,,,Virgo,,Trade School,,,medewerker boekhouding,Aldi,True
96,23.0,True,,University of Groningen,,0.0,Still figuring it out,,,,,,,170.0,,Monogamy,,,,True
97,26.0,True,,,Groningen,0.0,Still figuring it out,,,,,,Taurus,,Bachelors,,Sometimes,Fysiotherapeut,,True
98,24.0,True,,Hanzehogeschool Groningen,Groningen,0.0,"Long-term, open to short",,,,,,Pisces,,In Grad School,Monogamy,Often,,,True
99,24.0,True,F,Rijksuniversiteit Groningen,Hattem,,Still figuring it out,,,,,,,,,Monogamy,,,,True
100,21.0,False,,,Groningen,0.0,,,,,,,,,Bachelors,,,,,True
101,24.0,True,,University of Groningen,Groningen,0.0,Long-term partner,,,,,,Gemini,173.0,In College,,,Verkoopmedewerker,Hans Anders,True
102,23.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,,,,,,,,True
103,22.0,True,,University of Groningen,Groningen,0.0,"Short-term, open to long",,0.0,0.0,0.0,,Cancer,,In College,Open relationship,Often,,,True
104,21.0,True,,University of Groningen,Groningen,0.0,,Bisexual,,,,,,,,,,Retail,,True
105,23.0,False,,,Groningen,0.0,Still figuring it out,,,,,,Taurus,,,,Often,,,True
106,23.0,False,,NHL University of Applied Sciences,Groningen,0.0,Still figuring it out,,,,,,,165.0,,,,,,False
107,23.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,,,,,,,,True
108,20.0,False,,University of Groningen,Groningen,0.0,Still figuring it out,,,,,,Cancer,164.0,In College,,Sometimes,,,False
109,21.0,False,,Alfa College  ,Delfzijl,0.0,Still figuring it out,,,,,,Leo,,In College,,Sometimes,Haarstilist,,True
110,21.0,True,F,University of Groningen,Groningen,1.0,Still figuring it out,Bisexual,,,0.0,,Sagittarius,,,,,,,True
111,23.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
112,23.0,False,,,Groningen,0.0,,Straight,,,0.0,,,,,,,,,True
113,23.0,False,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,0.0,,,,,,,,,True
114,23.0,True,F,University of Groningen,Groningen,1.0,Still figuring it out,,,,,,Aquarius,174.0,Masters,,,"[{'company': {'name': 'UMCG'}, 'title': None}]",UMCG,True
115,25.0,False,,,,0.0,"Short-term, open to long",,,,,,,,,,,,,True
116,22.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,,,,,,Student,,True
117,23.0,False,F,Verpleegkunde,Groningen,,Still figuring it out,,,,,,,,,,,,,True
118,23.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,"Long-term, open to short",,,,,,Aquarius,,In College,,Sometimes,,,True
119,26.0,False,F,Noorderpoort,,,Long-term partner,,,,,,Scorpio,170.0,,,Sometimes,Administratief medewerker,,True
120,24.0,False,F,,Groningen,,,,,,0.0,,,,,,,,,True
121,25.0,False,,,Hamburg,0.0,,,,,,,Sagittarius,178.0,,,Occasionally,Redakteur,,True
122,23.0,False,,Commerciele Economie ,,0.0,,,,,,,,,,,,,,True
123,24.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,,,,,,,,True
124,23.0,False,,Hanzehogeschool Groningen,,0.0,Still figuring it out,,0.0,0.0,1.0,,,,,,,,,True
125,21.0,False,,,,0.0,,,,,,,,,,,,,,True
126,25.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,,,,,,,,,,True
127,23.0,True,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,0.0,0.0,,,Taurus,,Bachelors,,,Shiftleader,De drie gezusters,True
128,26.0,True,M,Rijksuniversiteit Groningen,Groningen,,,,,,0.0,,Pisces,184.0,Masters,Monogamy,Often,TA,Rijksuniversiteit Groningen,True
129,20.0,False,F,Hanze University of Applied Sciences Groningen,Groningen,1.0,Still figuring it out,,,,0.0,,Sagittarius,168.0,In College,,Everyday,Bartender,Ocean 41,False
130,21.0,False,,,Groningen,0.0,"Short-term, open to long",,,,,,Aquarius,,,,,"[{'company': {'name': 'Albert Heijn & OOG Radio'}, 'title': None}]",Albert Heijn & OOG Radio,True
131,20.0,False,,Rijksuniversiteit Groningen,,0.0,Still figuring it out,,,,,,,,,,,,,True
132,24.0,False,,University of Groningen,,0.0,,,,,0.0,,,,In College,,,,,True
133,23.0,True,F,Industrieel Product ontwerpen ,Groningen,1.0,Still figuring it out,Queer,,,1.0,,Virgo,,In Grad School,,Often,Ontwerper,,True
134,24.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,Leo,,,,,Hotelmanager,,True
135,20.0,False,,,,0.0,Still figuring it out,,,,,,Aries,,High School,,Sometimes,,,True
136,21.0,True,,University of Groningen,,0.0,Still figuring it out,,,,,,Pisces,,In College,,,,,True
137,22.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,,,,,,,,True
138,24.0,True,,Hanzehogeschool Groningen,Leek,0.0,Still figuring it out,,,,,,Virgo,,In Grad School,,Sometimes,,,True
139,23.0,True,,University of Groningen,Groningen,0.0,Still figuring it out,,,,,,Sagittarius,170.0,In College,Open to exploring,,Student,Faculty of Arts,True
140,22.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,,,Virgo,,In College,,,,,True
141,22.0,True,,,,0.0,Still figuring it out,,0.0,0.0,1.0,,Sagittarius,156.0,High School,,Sometimes,,,False
142,21.0,False,,,Groningen,0.0,Still figuring it out,,,,,,,,,,,,,True
143,22.0,True,F,Hanzehogeschool Groningen,Groningen,1.0,Still figuring it out,,,,,,,,In Grad School,Open to exploring,Often,,,True
144,26.0,False,,,,0.0,,,,,,,,,,,,,,True
145,19.0,False,,,Groningen,0.0,Still figuring it out,,,,,,Capricorn,,Trade School,Monogamy,Never,,,True
146,24.0,False,,University of Groningen,,0.0,,,,,0.0,,,,,,,,,True
147,25.0,True,,,,0.0,,,,,0.0,,,,,,,,,False
148,23.0,False,,Hanzehogeschool Groningen,Groningen,0.0,,,,,0.0,,Sagittarius,,Bachelors,,,,,True
149,25.0,False,,,Groningen,0.0,Still figuring it out,,,,,,Gemini,168.0,Bachelors,,Sometimes,,,False
150,20.0,False,,Hanze University of Applied Sciences Groningen,Groningen,0.0,"Short-term, open to long",,,,,,Capricorn,,In College,,Often,,,True
151,24.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,0.0,,Leo,,,,,,,True
152,22.0,False,F,,Groningen,1.0,,,,,0.0,,,,,,,,,True
153,23.0,True,,,Groningen,0.0,,,,,0.0,,Virgo,,,,,Social Work,,True
154,26.0,False,,University of Groningen,Groningen,0.0,,,,,0.0,,Gemini,175.0,Bachelors,,,,,True
155,20.0,False,M,Universiteit van Amsterdam,Amsterdam,1.0,,,,,,,Scorpio,,In College,Monogamy,Often,Zorg,,True
156,21.0,False,,Hanzehogeschool Groningen,Groningen,0.0,,,,,0.0,,,,,,,,,True
157,22.0,False,,,,0.0,Long-term partner,,,,,,Capricorn,,,Monogamy,,,,True
158,25.0,False,,University of Ljubljana - Faculty of Education,,0.0,,,,,0.0,,,,Masters,,,,,True
159,23.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,,,,,Bachelors,,Often,,,True
160,21.0,False,F,cibap,Genemuiden,1.0,Long-term partner,,,,0.0,,Sagittarius,174.0,Trade School,,,"[{'company': {'name': 'horeca'}, 'title': None}]",horeca,True
161,24.0,False,F,,Groningen,1.0,,,,,0.0,,Gemini,,,,,,,True
162,24.0,False,,,Groningen,0.0,Long-term partner,,,,,,,168.0,Bachelors,Monogamy,,,,True
163,22.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,0.0,,Gemini,179.0,Bachelors,Monogamy,Gym rat,Ambulant begeleider,Team050,False
164,26.0,True,F,,,,,,,,,,,,,,,,,True
165,25.0,False,,International Hospitality Management  school Leeuwarden,,0.0,"Long-term, open to short",,,,,,Cancer,,In Grad School,,Sometimes,International recruiter,Yobbers,False
166,22.0,False,,,,0.0,Still figuring it out,,,,,,Sagittarius,169.0,,Monogamy,,,,True
167,25.0,False,,,,0.0,Still figuring it out,,,,,,,160.0,,,,Umcg,,True
168,21.0,False,,Hanze University of Applied Sciences Groningen,Groningen,0.0,Still figuring it out,,,,,,Gemini,148.0,In College,,,Web Designer,,True
169,21.0,True,,Hanze University of Applied Sciences Groningen,Groningen,0.0,Short-term fun,Gay,,,,,Gemini,175.0,In College,Monogamy,Sometimes,,,True
170,24.0,True,F,,Groningen,,,,,,0.0,,,,,,,HBO-Verpleegkundige,,True
171,24.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,"Short-term, open to long",,,,,,Cancer,,Masters,,Often,,,True
172,23.0,False,,,,0.0,,,,,,,,,,,,,,True
173,24.0,False,,,Groningen,0.0,,,,,,,,,,,,Fysiotherapeut,,True
174,19.0,False,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,Libra,,In Grad School,Monogamy,,,,True
175,22.0,False,,University of Groningen,,0.0,Still figuring it out,,,,,,,,,,,,,True
176,25.0,True,,Hanzehogeschool Groningen,,0.0,Still figuring it out,,,,,,,173.0,,,Sometimes,Feel Good,,True
177,25.0,True,,,Groningen,0.0,,,,,,,,190.0,Masters,,,HR-medewerker,,True
178,20.0,False,,,,0.0,"Long-term, open to short",,,,,,Cancer,180.0,In College,,,,,True
179,21.0,True,,Hanzehogeschool Groningen,,0.0,Still figuring it out,,,,,,,,,,,,,True
180,22.0,True,,University of Groningen,Groningen,0.0,,,,,,,,,,,,,,True
181,21.0,True,,ArtEZ Institute of the Arts,Groningen,0.0,"Short-term, open to long",Bisexual,,,,,Gemini,,,,,,,True
182,22.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,,,Scorpio,,Bachelors,,,,,False
183,26.0,False,,,,0.0,,,0.0,0.0,,,,,,,,Begeleider wonen,,True
184,24.0,True,F,,Groningen,,"Long-term, open to short",,,,0.0,,Virgo,,Trade School,,Often,,,False
185,25.0,False,,,Groningen,0.0,"Long-term, open to short",,,,,,Scorpio,,In Grad School,,,,,True
186,26.0,True,M,NHL University of Applied Sciences,Groningen,,"Long-term, open to short",,0.0,0.0,0.0,,Sagittarius,187.0,Bachelors,Monogamy,Everyday,Fitness medewerker,Decathlon,True
187,21.0,False,,Hanzehogeschool Groningen,,0.0,Still figuring it out,,,,,,,183.0,,,,,,True
188,21.0,True,,Hanze University of Applied Sciences Groningen,Groningen,0.0,Still figuring it out,,0.0,1.0,0.0,,Scorpio,,Bachelors,,,,,True
189,23.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,"Short-term, open to long",Straight,,,,,Taurus,163.0,Masters,,Often,,,True
190,20.0,False,,University of Groningen,,0.0,,,,,,,,,,,,,,True
191,23.0,False,,University of Groningen,Groningen,0.0,,,,,0.0,,Libra,188.0,Masters,,,Medicine student,,True
192,26.0,False,,NHL-Stenden Hogeschool,Groningen,0.0,Still figuring it out,,0.0,0.0,0.0,,Taurus,180.0,Masters,Monogamy,Often,Leraar,,True
193,23.0,False,,NHL Hogeschool,Groningen,0.0,"Short-term, open to long",,,,0.0,,Capricorn,,In Grad School,,,,,True
194,26.0,True,,University of Miami,Groningen,0.0,Still figuring it out,,,,,,Cancer,,Bachelors,,Often,Finance,,True
195,26.0,True,,Rijksuniversiteit Groningen,,0.0,,,,,,,Aries,,,,,,,True
196,25.0,False,F,,,,,,,,,,Cancer,,,,,,,True
197,25.0,False,,University of Groningen,,0.0,Still figuring it out,,,,,,,,,,,,,True
198,21.0,False,,,,0.0,"Long-term, open to short",,,,,,Aquarius,159.0,Bachelors,Monogamy,Often,,,True
199,26.0,False,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,Cancer,,In College,,Often,Juf,,True
200,21.0,False,,Hbo-verpleegkunde,Groningen,0.0,Still figuring it out,,,,,,,,In Grad School,,Often,,,True
201,22.0,True,,REA College,Groningen,0.0,"Long-term, open to short",Gay,0.0,0.0,0.0,,Scorpio,183.0,Trade School,Monogamy,Sometimes,Secretary,Looking for work,True
202,20.0,False,,,Groningen,0.0,,,,,,,Gemini,164.0,,,,,,True
203,22.0,False,,,Groningen,0.0,"Short-term, open to long",,,,,,Gemini,,,,,,,True
204,22.0,True,F,geen,Groningen,1.0,"Long-term, open to short",,,,0.0,,Taurus,,Trade School,,,Ouderenzorg,Verzorgingshuis,True
205,25.0,False,,,Groningen,0.0,,,,,,,Leo,,,,Often,Projectmanager techniek,,True
206,24.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,,,Virgo,185.0,In College,Open to exploring,,,,True
207,25.0,False,,University of Groningen,Groningen,0.0,,,,,,,Capricorn,,Masters,,,,,True
208,20.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,,,Virgo,,,,,,,True
209,25.0,True,,Hanzehogeschool Groningen,Groningen,0.0,"Long-term, open to short",,,,,,Cancer,,Bachelors,,Sometimes,Student,,True
210,26.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,"Short-term, open to long",,,,,,Capricorn,175.0,Bachelors,Monogamy,,,,True
211,24.0,False,,Hanze University of Applied Sciences Groningen,Groningen,0.0,"Long-term, open to short",,,,,,Scorpio,,Bachelors,Monogamy,Often,,,True
212,24.0,True,F,University of Tartu,Tartu,1.0,Still figuring it out,,,,,,,,Bachelors,,Sometimes,,,True
213,25.0,True,F,,Groningen,,"Long-term, open to short",,,,0.0,,Virgo,173.0,Trade School,,Often,Allround schoonheidsspecialiste,,True
214,21.0,True,,Hanzehogeschool Groningen,Groningen,0.0,,,,,,,,,,,,,,True
215,22.0,False,,Rijksuniversiteit Groningen,,0.0,"Long-term, open to short",,,,,,Sagittarius,,,,,,,True
216,20.0,False,,Landstede Zwolle,Oldeholtpade,0.0,Still figuring it out,Straight,,,,,Gemini,,Trade School,,Often,,,True
217,23.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
218,23.0,True,,,Groningen,0.0,Short-term fun,,,,,,,,,,,,,True
219,25.0,False,,University of Groningen,,0.0,"Long-term, open to short",,,,,,,,,,,Bartender,EM2,True
220,22.0,False,,noorderpoort,Groningen,0.0,Still figuring it out,,0.0,0.0,0.0,,Pisces,,Trade School,,Often,Security,Arends Consultancy,True
221,21.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,,,,,,,,,Bachelors,,,,,True
222,22.0,True,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,,,,,,,,,,True
223,23.0,False,,Rijksuniversiteit Groningen,,0.0,,,,,,,,,,,,,,True
224,25.0,True,,,Groningen,0.0,Still figuring it out,,,,,,Taurus,,,,Sometimes,Chef bediening,Wadapartja Groningen,True
225,26.0,False,,,,0.0,"Short-term, open to long",,,,,,,,,Open to exploring,Often,,,True
226,22.0,True,M,,Groningen,1.0,"Long-term, open to short",,,,,,Pisces,,Bachelors,,,Leerkracht Basisonderwijs,,True
227,23.0,False,F,Rijksuniversiteit Groningen,Groningen,1.0,,,,,,,Pisces,,,,,Team050,,True
228,24.0,True,,University of Groningen,Groningen,0.0,Still figuring it out,,,,,,,,,,,,,True
229,24.0,False,,Geneeskunde,,0.0,,,,,,,,191.0,,,,,,True
230,26.0,False,,,Groningen,0.0,"Long-term, open to short",,,,,,Gemini,177.0,,Monogamy,Sometimes,,,True
231,25.0,True,,University of Groningen,Groningen,0.0,Long-term partner,,,,,,Aquarius,179.0,In College,Monogamy,Sometimes,Begeleider,Team050,True
232,20.0,False,,Hanze University of Applied Sciences Groningen,Groningen,0.0,Still figuring it out,,,,,,,,,,,,,True
233,26.0,True,,Change Management RUG,Groningen,0.0,"Long-term, open to short",,,,,,Libra,178.0,Masters,,Often,Trainee consultant subsidies,,True
234,25.0,True,,,,0.0,Still figuring it out,,,,,,Aquarius,,In Grad School,,,,,True
235,20.0,False,,Hanzehogeschool Groningen,Groningen,0.0,Still figuring it out,,,,,,Aquarius,,In College,,,Winkel,,True
236,21.0,True,F,Academy Minerva,Groningen,1.0,"Short-term, open to long",Straight,,,,,Libra,,Bachelors,Open to exploring,,,,True
237,22.0,False,,Rijksuniversiteit Groningen,Groningen,0.0,Still figuring it out,,,,,,,203.0,Bachelors,Open to exploring,Sometimes,Doktersassistent,,True
238,22.0,True,M,,Groningen,1.0,"Long-term, open to short",Gay,,,,,Taurus,180.0,,Monogamy,Sometimes,Sales assistant,Inditex,True
239,23.0,True,,huishoudschool,Groningen,0.0,Still figuring it out,,0.0,0.0,,,,,,,,Dolphin instructor,,True
240,26.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
241,25.0,True,,NHL University of Applied Sciences,Groningen,0.0,Long-term partner,,,,,,,,,,,Waitress,,True
