,age,is_selfie_verified,gender,schools,city,show_gender_on_profile,relationship_intent,sexual_orientations,hide_age,hide_distance,is_traveling,custom_gender,zodiac_sign,height,education_level,relationship_type,workout,professions,company_name,has_face
2351,23.0,False,,nxt doorn,,0.0,Still figuring it out,,,,,,,,,,,,,True
2352,21.0,True,,Westfälische Wilhelms-Universität,Münster,0.0,,,,,,,,,,,,,,True
2353,23.0,False,,,Groesbeek,0.0,Long-term partner,,,,,,Aquarius,,,,,,,True
2354,27.0,False,,Hogeschool van Arnhem en Nijmegen,Nijmegen,0.0,Still figuring it out,,,,,,,177.0,Bachelors,Monogamy,,,,True
2355,21.0,False,F,,Arnhem,1.0,,,,,,,Leo,172.0,,,,,,True
2356,25.0,True,,,,0.0,Still figuring it out,,,,,,Leo,168.0,,,,,,True
2357,23.0,True,,,Naarden,0.0,Still figuring it out,,,,,,Aries,,In College,,Everyday,,,True
2358,25.0,False,,,,0.0,,,,,,,,,,,,,,True
2359,26.0,False,F,,,,,,,,,,,,,,,,,True
2360,21.0,False,,Alo Amsterdam ,,0.0,Still figuring it out,,,,,,Scorpio,168.0,In Grad School,,,,,True
2361,25.0,False,F,,,,"Short-term, open to long",,,,,,Aquarius,167.0,,,,,,True
2362,27.0,False,F,,Amsterdam,,,,,,,,Leo,,,,,,,True
2363,21.0,False,,Westfälische Wilhelms-Universität,Münster,0.0,Still figuring it out,,,,,,Libra,,Bachelors,,Often,,,True
2364,20.0,False,,Hanzehogeschool Groningen,,0.0,,,,,,,,,,,,,,True
2365,20.0,True,,,Arnhem,0.0,Still figuring it out,,,,,,Gemini,172.0,Trade School,,Everyday,,,True
2366,19.0,True,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
2367,23.0,True,F,Windesheim,Heerenveen,,Still figuring it out,,,,0.0,,Scorpio,169.0,In Grad School,Open to exploring,Sometimes,,,True
2368,25.0,True,,University of Applied Sciences Amsterdam,Den Helder,0.0,Long-term partner,,,,0.0,,Leo,,In College,Monogamy,Often,,,True
2369,20.0,True,F,Institute for Tourism and Travel Studies,Leeuwarden,1.0,"Long-term, open to short",Straight,,,0.0,,Gemini,165.0,Trade School,Monogamy,Often,Serveerster,Fellini City Lounge,False
2370,20.0,False,,Hogeschool Utrecht,,0.0,,,,,,,,,,,,,,True
2371,19.0,False,,,,0.0,,,,,,,Pisces,172.0,,,,bediening,,True
2372,24.0,True,,VU University Amsterdam,,0.0,,,,,,,Scorpio,,Masters,Monogamy,,,,True
2373,24.0,False,,,Leeuwarden,0.0,,,,,,,Pisces,,,,Everyday,Grafisch Vormgever,Blauwe Zone,True
2374,20.0,False,,,,0.0,Still figuring it out,,,,,,Pisces,,In Grad School,,,,,True
2375,33.0,False,,,,0.0,"Long-term, open to short",,,,,,Cancer,,Masters,,Often,,,True
2376,23.0,False,,,Hoogeveen,0.0,"Long-term, open to short",,,,,,Pisces,169.0,Trade School,Monogamy,Never,Ondersteuning planning,,True
2377,20.0,False,,Hogeschool van Arnhem en Nijmegen,Nijmegen,0.0,,,,,,,,,,,,Verpleegkundige,,True
2378,23.0,False,,,Nijmegen,0.0,,,,,,,Pisces,,Trade School,Monogamy,,,,True
2379,22.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
2380,21.0,False,,Hogeschool INHOLLAND,Heerhugowaard,0.0,,,,,0.0,,Pisces,,In Grad School,,,,,True
2381,28.0,False,,HBO,,0.0,,,,,,,,,,,,,,True
2382,22.0,False,,,,0.0,"Long-term, open to short",,,,,,,,,,,,,True
2383,22.0,False,,,Purmerend,0.0,,,,,0.0,,Sagittarius,,,,,,,True
2384,24.0,True,,Universität Bremen,,0.0,"Long-term, open to short",,,,,,,,Bachelors,Monogamy,,,,True
2385,26.0,False,,,,0.0,Short-term fun,,,,,,,,,,,,,True
2386,24.0,True,,,Volendam,0.0,Still figuring it out,,,,,,Gemini,178.0,Trade School,Monogamy,Sometimes,Gastouder,,True
2387,24.0,True,,,,0.0,"Short-term, open to long",,,,,,Scorpio,,Trade School,,Often,"Gemeente, schuldhulpverlening",,True
2388,19.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
2389,18.0,False,,,,0.0,New friends,,,,,,Libra,175.0,,,,,,True
2390,26.0,False,F,,,1.0,,Straight,,,,,,,,,,,,True
2391,21.0,False,,,,0.0,Still figuring it out,,,,,,,158.0,,,,,,True
2392,22.0,False,F,Pedagogisch Medewerker,Maarssen,,,,,,,,Virgo,,,,Often,Zorgboerderij,,True
2393,26.0,False,,Hogeschool van Amsterdam,Amsterdam,0.0,Still figuring it out,,,,,,Cancer,167.0,In Grad School,,Often,,,True
2394,23.0,False,,,Haalderen,0.0,Still figuring it out,,0.0,0.0,,,,170.0,Trade School,Monogamy,,Verpleegkundige,,True
2395,22.0,False,,,Bremen,0.0,Long-term partner,,,,,,,,Bachelors,Monogamy,Sometimes,,,True
2396,20.0,False,,NHL Hogeschool,Groningen,0.0,"Short-term, open to long",,,,,,Libra,,In Grad School,,,,,True
2397,24.0,True,,,,0.0,"Long-term, open to short",Straight,,,,,Gemini,160.0,,Open to exploring,Sometimes,bedrijfsadministrateur,,True
2398,21.0,True,,Westfälische Wilhelms-Universität,,0.0,"Short-term, open to long",Straight,,,,,Virgo,167.0,In College,Monogamy,Often,Lehramtsstudentin,,True
2399,22.0,False,,University of Amsterdam,,0.0,"Short-term, open to long",,,,,,,,,,,,,True
2400,25.0,False,,,,0.0,,,,,0.0,,,,,,,,,True
2401,18.0,True,,,,0.0,Still figuring it out,,,,,,Aries,165.0,Trade School,,,,,False
2402,20.0,True,,Hogeschool Utrecht,Utrecht,0.0,,,,,0.0,,Scorpio,,,,,,,True
2403,21.0,False,,,,0.0,Still figuring it out,,,,,,Cancer,163.0,In College,,Often,,,True
2404,21.0,False,,Vrije Universiteit Amsterdam,,0.0,"Short-term, open to long",,,,,,,,Bachelors,,Often,,,True
2405,19.0,False,,Radboud Universiteit Nijmegen,,0.0,Still figuring it out,,,,,,,,,,,,,True
2406,24.0,False,,NHL Hogeschool,,0.0,"Short-term, open to long",,,,,,Aquarius,169.0,In Grad School,,Everyday,,,True
2407,24.0,False,,,Elst,0.0,"Long-term, open to short",,,,,,Taurus,,In Grad School,,Often,Leerkracht basisonderwijs,,True
2408,33.0,False,,,,0.0,,,,,,,Aquarius,,Trade School,,,,,True
2409,26.0,False,,Hanzehogeschool Groningen,,0.0,"Long-term, open to short",,,,,,,,,,,,,True
2410,22.0,False,,Hogeschool Utrecht,,0.0,Still figuring it out,,,,,,Cancer,174.0,Bachelors,Monogamy,Sometimes,,,True
2411,25.0,False,,Viaa,,0.0,"Long-term, open to short",,,,,,Cancer,,In Grad School,,,,,True
2412,22.0,True,,NHL Hogeschool,Leeuwarden,0.0,"Long-term, open to short",,0.0,0.0,0.0,,Cancer,174.0,In College,Monogamy,,,,True
2413,23.0,False,,Hogeschool Saxion,,0.0,Still figuring it out,,,,,,,,,,,,,True
2414,23.0,False,,,,0.0,"Long-term, open to short",,,,,,Aquarius,,,,,,,True
2415,20.0,False,,,,0.0,Still figuring it out,,,,,,,171.0,,,,,,False
2416,22.0,False,,,,0.0,Still figuring it out,,,,,,Cancer,,,,,,,True
2417,22.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,False
2418,23.0,False,F,Hotelschool,,,,,,,,,,,,,,Allround Front Office medewerker,Leonardo hotel,True
2419,21.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
2420,28.0,False,F,,Ochtrup,1.0,New friends,Straight,0.0,0.0,,,Libra,,High School,Monogamy,Sometimes,Kauffrau für Büromanagement,,True
2421,25.0,True,,NHL University of Applied Sciences,Leeuwarden,0.0,Still figuring it out,,,,0.0,,Aries,162.0,Bachelors,,Often,Teacher,,True
2422,21.0,True,F,Hanzehogeschool Groningen,Groningen,1.0,"Short-term, open to long",Straight,,,,,Sagittarius,,,,,,,True
2423,22.0,False,,Social Work,,0.0,Still figuring it out,,,,,,,,,,,,,True
2424,18.0,False,,Niedersächsisches Internatsgymnasium Esens,,0.0,"Short-term, open to long",,0.0,0.0,,,Capricorn,,High School,Monogamy,Often,Abiturientin,Schule,False
2425,21.0,True,,Windesheim,,0.0,Still figuring it out,,,,,,Leo,,In Grad School,,,Verpleegkundige,,True
2426,25.0,False,,,,0.0,Long-term partner,,,,,,,185.0,,Monogamy,,,,False
2427,21.0,False,,Windesheim,,0.0,"Short-term, open to long",,,,,,,,,,,,,True
2428,20.0,True,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
2429,26.0,True,,,Киев,0.0,,Straight,,,,,Aries,,,,,,,True
2430,21.0,False,,Universität Osnabrück,,0.0,Still figuring it out,,,,,,,,,,,,,True
2431,28.0,True,,,,0.0,Short-term fun,,,,,,Capricorn,170.0,In College,Monogamy,Sometimes,onderwijsassistent,,True
2432,32.0,True,,,Vendelsö,0.0,"Long-term, open to short",,0.0,0.0,0.0,,Scorpio,173.0,Masters,Monogamy,Sometimes,,,True
2433,21.0,True,,". 
",Amersfoort,0.0,Still figuring it out,,,,,,Taurus,,,Monogamy,Often,.,.,True
2434,23.0,True,,Hanzehogeschool Groningen,Kollumersweach,0.0,"Long-term, open to short",,,,,,Leo,158.0,In College,Monogamy,Never,,,True
2435,22.0,False,,Jyväskylän yliopisto,,0.0,,,,,,,Taurus,,In College,,,,,True
2436,18.0,False,,Deltion ,Kampen,0.0,Still figuring it out,,,,,,Aquarius,,Trade School,,,,,True
2437,22.0,True,,,,0.0,Short-term fun,,,,,,,179.0,,,,,,False
2438,19.0,False,,yuverta,Elst,0.0,Still figuring it out,,0.0,0.0,,,Scorpio,,Trade School,,,Fastfood medewerker,Mc Donalds,False
2439,26.0,False,,,,0.0,"Long-term, open to short",,,,,,,,,,,,,True
2440,22.0,True,,,,0.0,,,,,,,Scorpio,182.0,In Grad School,,,Werelddocent,,True
2441,26.0,False,F,,Amsterdam,1.0,,,0.0,0.0,0.0,,Cancer,,,,,,,True
2442,19.0,False,,Hogeschool Leiden,Utrecht,0.0,Still figuring it out,,,,,,Cancer,180.0,In Grad School,,Often,,,True
2443,22.0,True,,University of Amsterdam,,0.0,Still figuring it out,,,,,,,,,,,,,True
2444,24.0,True,,Lund University,Lund,0.0,"Short-term, open to long",,,,,,,,Masters,,,,,True
2445,28.0,True,,Westfälische Wilhelms-Universität,Münster,0.0,,Straight,0.0,1.0,0.0,,Leo,165.0,Bachelors,Monogamy,Gym rat,,,True
2446,19.0,False,F,,Steinfurt,1.0,,Straight,,,,,Scorpio,,,,Occasionally,Ausbildung zur Einzelhandelskauffrau,,True
2447,19.0,False,,,Rotterdam,0.0,Still figuring it out,,,,,,,,In Grad School,,,,,False
2448,19.0,False,,Universiteit van Amsterdam,,0.0,Short-term fun,,,,,,,,,Open relationship,,,,True
2449,29.0,False,,,,0.0,,,0.0,0.0,0.0,,,,,,,,,True
2450,23.0,True,,,Diepenveen,0.0,Still figuring it out,,,,,,Gemini,,In Grad School,,,,,False
2451,19.0,True,,Windesheim,,0.0,"Short-term, open to long",Straight,,,,,,178.0,,,Occasionally,,,True
2452,22.0,True,,Universiteit Utrecht,Utrecht,0.0,Still figuring it out,,,,,,Taurus,,Masters,,Gym rat,,,True
2453,20.0,False,,,Amsterdam,0.0,Still figuring it out,,,,,,,,,,,Professional Model,,True
2454,23.0,True,,,,0.0,Still figuring it out,,,,,,,,In Grad School,,,,,True
2455,19.0,False,,Universität Bielefeld,Lingen (Ems),0.0,Still figuring it out,,,,,,Gemini,183.0,In College,Monogamy,Occasionally,,,True
2456,22.0,True,,,Groningen,0.0,Still figuring it out,,,,,,,,,,,Mahalo lunchroom & tattoo artiest,,True
2457,19.0,False,,"RijnIjssel
",,0.0,New friends,,,,,,Aries,,Trade School,Monogamy,Sometimes,Art director,Eigen bedrijf,True
2458,22.0,False,,Event Academie,IJsselstein,0.0,,,,,,,Leo,,Trade School,,,,,False
2459,22.0,True,,,,0.0,,,,,1.0,,,169.0,,,,,,True
2460,23.0,False,,,,0.0,Long-term partner,,,,,,Pisces,171.0,,Monogamy,Often,,,True
2461,23.0,True,,NHL Hogeschool,Burgum,0.0,Still figuring it out,,,,,,Cancer,,Bachelors,Monogamy,,PABO Student,,True
2462,24.0,True,F,,Katwijk aan Zee,,,,,,,,Aries,,,,,,,True
2463,20.0,False,,Windesheim,,0.0,Still figuring it out,,,,,,,,,,,horeca,,True
2464,20.0,True,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
2465,18.0,False,,,,0.0,Still figuring it out,,,,,,Leo,163.0,,Monogamy,Sometimes,,,False
2466,19.0,True,,,,0.0,Still figuring it out,,,,,,Libra,,Trade School,,,Doktersassistent,,True
2467,21.0,False,,Vrije Universiteit Amsterdam,,0.0,"Short-term, open to long",,,,,,Sagittarius,,,,Often,,,True
2468,21.0,False,,Universiteit Utrecht,,0.0,,,,,,,,,,,,,,True
2469,27.0,False,,Universität Vechta,Vechta,0.0,"Short-term, open to long",,,,0.0,,Scorpio,168.0,Bachelors,,Sometimes,,,True
2470,24.0,True,,,Delfzijl,0.0,Still figuring it out,,,,,,Cancer,168.0,,Monogamy,,Woonbegeleider Oekraïnse vluchtelingen,Gemeente Eemsdelta,True
2471,25.0,False,,,,0.0,Long-term partner,,0.0,0.0,,,,,,,,,,True
2472,19.0,False,,,,0.0,Still figuring it out,,,,,,Virgo,158.0,,,Occasionally,,,True
2473,19.0,True,,,,0.0,New friends,,0.0,0.0,1.0,,Libra,,In College,,,,,True
2474,21.0,True,,Monash University,Melbourne,0.0,Short-term fun,Bisexual,,,,,Libra,,Bachelors,,Often,Honey,Honey Birdette,True
2475,23.0,False,,Universiteit Maastricht,Maastricht,0.0,Still figuring it out,,,,0.0,,,,,,,,,True
2476,27.0,True,,,,0.0,Still figuring it out,,,,1.0,,Capricorn,,,,,,,True
2477,30.0,True,F,,,1.0,,Straight,0.0,0.0,1.0,,,,,,,Nurse,,False
2478,21.0,False,,,,0.0,Short-term fun,,,,,,,,,,,,,True
2479,21.0,True,,,,0.0,"Long-term, open to short",,,,1.0,,Cancer,150.0,,Monogamy,Sometimes,,,True
2480,19.0,False,,The University of Birmingham,Bath,0.0,Still figuring it out,,,,,,Libra,,In College,,,,,True
2481,23.0,True,,SVO Vakopleiding Food,Doetinchem,0.0,New friends,,,,,,Aquarius,,,Open to exploring,Never,,,False
2482,24.0,True,F,,,,"Long-term, open to short",,0.0,0.0,0.0,,Taurus,,,Monogamy,,,,True
2483,33.0,True,,Hogwarts,Bremen,0.0,Still figuring it out,,,,,,Gemini,172.0,Bachelors,,Often,Online Marketing Manager,Hogwarts,True
2484,18.0,False,F,,,1.0,Still figuring it out,Bisexual,,,,,Aquarius,,High School,,,,,False
2485,21.0,False,,,,0.0,Still figuring it out,,,,,,Aquarius,167.0,Trade School,,Often,Kinderdagverblijf,,True
2486,22.0,True,,Національний медичний університет ім. О.О. Богомольця,,0.0,New friends,Straight,,,,,Aries,,In College,,,,,True
2487,34.0,False,F,Rijksuniversiteit Groningen,,1.0,Still figuring it out,,,,,,Cancer,,,,,"Communicatieadviseur, parttime ondernemer",,True
2488,26.0,True,,,,0.0,Long-term partner,,0.0,0.0,1.0,,,168.0,,,,,,True
2489,20.0,True,,Windesheim,,0.0,Still figuring it out,,,,,,Libra,,In Grad School,,,,,True
2490,22.0,False,,Landstede ,Apeldoorn,0.0,Still figuring it out,Straight,,,,,Aquarius,,Trade School,,Everyday,"[{'company': {'name': 'Defensie'}, 'title': None}]",Defensie,True
2491,25.0,False,,,กรุงเทพมหานคร,0.0,"Short-term, open to long",,0.0,0.0,1.0,,,,,,,,,False
2492,25.0,True,,,กรุงเทพมหานคร,0.0,New friends,,0.0,0.0,1.0,,Libra,168.0,In Grad School,,,Secretary,Maland world group,True
2493,,True,,Silpakorn University,Bangkok,0.0,,,1.0,1.0,1.0,,Aries,155.0,,,,Hotel Industry,,False
2494,25.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
2495,20.0,False,F,Universiteit Utrecht,Enter,1.0,,,,,0.0,,Virgo,,,,,,,True
2496,20.0,False,,Hogeschool van Arnhem en Nijmegen,,0.0,,Straight,,,,,Sagittarius,,Bachelors,,,,,True
2497,21.0,False,,Rijksuniversiteit Groningen,,0.0,,,,,0.0,,Cancer,,Bachelors,,Sometimes,,,True
2498,32.0,True,,Hogeschool Utrecht,Utrecht,0.0,"Long-term, open to short",Straight,,,,,Cancer,179.0,In Grad School,Monogamy,Sometimes,Personeelsplanner,,True
2499,24.0,True,,,,0.0,New friends,,0.0,1.0,1.0,,Capricorn,157.0,,,Sometimes,,,True
2500,23.0,False,,,Deventer,0.0,,,,,,,Scorpio,,,,,Data Scientist,,True
2501,,False,,Rajamangala University of Technology Lanna,,0.0,New friends,,1.0,1.0,1.0,,Leo,155.0,In College,Open relationship,,Freelance,general,True
2502,21.0,True,,,Oosthuizen,0.0,Still figuring it out,,,,,,Gemini,165.0,High School,Monogamy,Sometimes,,,True
2503,22.0,True,,Nova College,Zandvoort,0.0,"Long-term, open to short",,,,,,Pisces,171.0,In Grad School,Monogamy,Sometimes,,,True
2504,27.0,False,,,,0.0,Long-term partner,,,,,,,,,,,,,True
2505,23.0,True,,,,0.0,Still figuring it out,,0.0,0.0,,,Libra,,,Monogamy,Often,Physiotherapie,,True
2506,25.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
2507,27.0,True,F,,,1.0,"Long-term, open to short",Straight,,,1.0,,Pisces,,Bachelors,Monogamy,Often,medical assistant,,True
2508,27.0,False,,,,0.0,,,,,,,,,,,,,,True
2509,23.0,False,,VU University Amsterdam,,0.0,Still figuring it out,,,,,,,,,,,,,True
2510,21.0,False,,Fashion & Textile Technologies,Geesteren,0.0,,,,,,,Scorpio,,In Grad School,,Sometimes,,,True
2511,18.0,True,,Одеський національний університет ім. І.І. Мечникова,Алміре,0.0,"Long-term, open to short",Straight,,,,,Virgo,165.0,In College,Monogamy,Sometimes,,,True
2512,24.0,False,,,,0.0,"Long-term, open to short",,,,,,,,,,,,,False
2513,21.0,True,,basisschool ,Elim,0.0,Long-term partner,,0.0,0.0,,,Aries,,High School,,Everyday,stal hulp,paarde stal,True
2514,19.0,True,,,,0.0,Still figuring it out,,,,,,,166.0,,,,,,True
2515,20.0,False,F,Hogeschool Saxion,Enschede,1.0,,,,,,,Gemini,,In College,Monogamy,,,,True
2516,21.0,False,,Universiteit Utrecht,Utrecht,0.0,"Long-term, open to short",,,,,,Pisces,,Bachelors,,Occasionally,,,True
2517,26.0,False,,,,0.0,,,,,,,,,,,,,,True
2518,27.0,True,F,,Zevenaar,1.0,Still figuring it out,,,,,Trans,,,,,,,,True
2519,27.0,False,,,Apeldoorn,0.0,Still figuring it out,,,,,,Libra,,In Grad School,Monogamy,Sometimes,,,True
2520,28.0,True,,,,0.0,New friends,,,,,,Scorpio,162.0,Bachelors,,Often,,,True
2521,28.0,True,F,Universität Bremen,Bremen,1.0,"Long-term, open to short",,,,,,Capricorn,159.0,In College,,Often,,,True
2522,21.0,False,,,,0.0,,,,,0.0,,,,,,,,,False
2523,22.0,False,,Universität Vechta,,0.0,Still figuring it out,,,,,,Gemini,,In College,,Often,,,True
2524,21.0,False,F,,Ibbenbüren,1.0,Still figuring it out,,,,,,,165.0,High School,,Occasionally,,,True
2525,24.0,False,,,Bremen,0.0,Still figuring it out,,,,,,,,,Open to exploring,,,,True
2526,25.0,False,,,,0.0,,,,,,,Gemini,170.0,Masters,,,,,False
2527,23.0,False,,Georg-August-Universität Göttingen,,0.0,Still figuring it out,,,,,,,165.0,,,,,,True
2528,24.0,True,,HBO videoproductie,,0.0,,,,,,,Aquarius,,,,,,,True
2529,23.0,True,,,,0.0,,Straight,,,,,Libra,158.0,,,Often,,,True
2530,23.0,False,,,,0.0,"Long-term, open to short",,,,,,Sagittarius,,,,,Köchin,,False
2531,20.0,False,,,Oldenburg,0.0,Still figuring it out,,,,,,Leo,,,,,,,True
2532,24.0,False,,,,0.0,New friends,,,,1.0,,,,In College,,Sometimes,,,False
2533,20.0,True,,Windesheim,Winterswijk,0.0,Still figuring it out,,,,,,Scorpio,,In College,,Never,,,True
2534,19.0,False,,,Doorn,0.0,Still figuring it out,,,,,,Taurus,,,,Often,,,True
2535,24.0,False,,Berufsschule ,,0.0,Still figuring it out,,,,,,Libra,183.0,Trade School,Monogamy,Often,,,True
2536,24.0,False,,,,0.0,,,,,0.0,,Scorpio,,,,,,,True
2537,21.0,False,,,Purmerend,0.0,Still figuring it out,,,,,,Taurus,155.0,In Grad School,Monogamy,Often,,,False
2538,25.0,False,,,,0.0,"Long-term, open to short",Straight,,,,,Cancer,,Trade School,Monogamy,Often,Marketing & communicatie medewerker,,True
2539,27.0,False,,,,0.0,Still figuring it out,,,,,,,,,Monogamy,,,,True
2540,21.0,True,,Hogeschool Rotterdam,,0.0,,,,,0.0,,,,,,,,,True
2541,25.0,True,,Hanzehogeschool Groningen,,0.0,Still figuring it out,,,,,,Sagittarius,,Bachelors,Monogamy,Often,"[{'company': {'name': 'UMCG'}, 'title': None}]",UMCG,True
2542,25.0,True,,,,0.0,New friends,,0.0,0.0,1.0,,Gemini,168.0,,,Everyday,,,True
2543,29.0,True,F,university ,Wageningen,1.0,"Long-term, open to short",Straight,,,,,,,,,Often,,,True
2544,56.0,True,F,,Doetinchem,,Short-term fun,,0.0,0.0,0.0,,Aries,,,,,In De Zorg,,False
2545,23.0,False,,Rijksuniversiteit Groningen,Leeuwarden,0.0,"Long-term, open to short",,,,,,Virgo,178.0,Masters,Monogamy,Often,Leerkracht,,True
2546,27.0,False,,,,0.0,"Long-term, open to short",,,,,,,,Bachelors,,,"[{'company': {'name': 'Land NRW'}, 'title': None}]",Land NRW,False
2547,30.0,True,,,Groningen,0.0,Still figuring it out,,,,,,Taurus,178.0,Trade School,Open to exploring,Never,,,True
2548,19.0,False,,Radboud University Nijmegen,Nijmegen,0.0,"Long-term, open to short",,,,,,Scorpio,,In College,Monogamy,,Horeca,,True
2549,24.0,True,,University of Groningen,Egling an der Paar,0.0,"Short-term, open to long",Straight,,,,,,160.0,Masters,,Everyday,,,True
2550,28.0,False,,,,0.0,"Long-term, open to short",,,,,,,,,,,,,True
2551,23.0,False,,Ludwig Fresenius,,0.0,"Short-term, open to long",,,,,,Libra,158.0,,Ethical non-monogamy,,,,True
2552,26.0,False,,Hochschule Macromedia,,0.0,,,,,,,Cancer,,,,,,,True
2553,20.0,True,,,Doetinchem,0.0,"Long-term, open to short",,,,,,Libra,178.0,Trade School,,,vrachtwagen chauffeur,,True
2554,21.0,False,,,,0.0,"Long-term, open to short",Straight,,,,,,,,,,,,False
2555,22.0,False,F,Universiteit van Amsterdam,Amsterdam,1.0,,,,,0.0,,Aquarius,,,,,Horeca,Vonkels,True
2556,27.0,False,,roc van twente,Enschede,0.0,,,,,,,Aquarius,,,,,thuiszorg,Tzorg,True
2557,22.0,False,F,,,,,,,,,,,,In Grad School,,Often,,,False
2558,21.0,True,,,Amsterdam,0.0,Still figuring it out,,,,,,,,,,Everyday,Virtual designer,,False
2559,26.0,True,,,,0.0,Long-term partner,,,,,,,,,,,,,True
2560,21.0,False,,,,0.0,"Short-term, open to long",,,,,,,,,,,Leerkracht in het basisonderwijs,,True
2561,22.0,False,,Edinburgh Napier University,Amsterdam,0.0,,,,,,,Sagittarius,,,,,,,True
2562,22.0,False,,Kunstakademie Münster - Hochschule für Bildende Künste,,0.0,,,,,,,,,,,,,,True
2563,31.0,False,,,,0.0,"Long-term, open to short",,,,,,,,,,,,,False
2564,19.0,False,F,,,1.0,,,0.0,0.0,1.0,,,,,,,,,True
2565,23.0,False,,Hochschule Emden,Norden,0.0,"Long-term, open to short",,,,,,Aries,,In College,,,,,True
2566,27.0,True,,roc,Rhenen,0.0,,,,,,,Virgo,165.0,Trade School,Monogamy,Sometimes,Hondenverzorgster,,True
2567,24.0,False,F,,Bruxelles,1.0,Still figuring it out,Straight,,,0.0,,Aries,,In Grad School,,Sometimes,,,True
2568,20.0,True,,drenthe college,Emmen,0.0,,,0.0,0.0,1.0,,Capricorn,170.0,Trade School,,Sometimes,,,True
2569,29.0,False,,,,0.0,Still figuring it out,,,,,,,173.0,,,,,,True
2570,22.0,False,,,,0.0,,,,,,,Aquarius,,In College,,,,,True
2571,32.0,True,,,,0.0,Still figuring it out,,,,0.0,,Sagittarius,,In Grad School,,Often,juridisch kwaliteitsmedewerker,,True
2572,23.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
2573,19.0,False,,,,0.0,,,,,,,Pisces,,,,,,,True
2574,18.0,False,,,Woerden,0.0,"Short-term, open to long",,,,,,,,,,,,,True
2575,22.0,False,,Docent Maatschappijleer,Leeuwarden,0.0,,,,,,,Capricorn,,Bachelors,,Sometimes,,,True
2576,22.0,False,,Hochschule Emden/Leer,Emden,0.0,,,,,,,Taurus,,In College,,Sometimes,,,True
2577,27.0,False,,,Oldenburg,0.0,Still figuring it out,,,,,,,,,Monogamy,Occasionally,,,True
2578,24.0,True,F,,,,New friends,,,,0.0,,Capricorn,,,,,"[{'company': {'name': 'Andaz Amsterdam'}, 'title': None}]",Andaz Amsterdam,True
2579,28.0,False,,University of Milan,Amsterdam,0.0,Still figuring it out,,,,,,Sagittarius,,Bachelors,Open to exploring,Often,,,True
2580,19.0,False,,Nyenrode Business Universiteit,Haaksbergen,0.0,,,,,,,Virgo,,Bachelors,,,Assistent Accountant,,True
2581,28.0,True,,,Nijmegen,0.0,,,,,,,,,,,,,,True
2582,22.0,True,,,,0.0,,,,,,,Leo,180.0,,,Occasionally,,,True
2583,19.0,True,,,,0.0,,,,,,,Pisces,,,,Often,Ambtenaar,,True
2584,28.0,False,,Aoc Oost,Deventer,0.0,Long-term partner,,,,,,Gemini,167.0,Trade School,,,Bloemist,,True
2585,20.0,False,,Hogeschool van Amsterdam,,0.0,Still figuring it out,,,,,,Libra,170.0,In Grad School,,,,,True
2586,31.0,False,,,,0.0,"Short-term, open to long",,,,,,,,,,,,,False
2587,22.0,True,,Hogeschool Van Hall Larenstein,Arnhem,0.0,Still figuring it out,,,,,,Gemini,170.0,In College,,Sometimes,,,True
2588,22.0,False,,,,0.0,Still figuring it out,,0.0,0.0,,,,,,,Often,,,False
2589,20.0,False,,,Bremen,0.0,"Long-term, open to short",,,,,,Aquarius,163.0,In College,Monogamy,Sometimes,,,True
2590,24.0,False,,Academisch Centrum Tandheelkunde,Amsterdam,0.0,"Long-term, open to short",,,,0.0,,Leo,,Masters,,Often,master student,,False
2591,22.0,False,F,,Utrecht,1.0,Still figuring it out,Straight,0.0,0.0,,,Leo,,,,Often,,,True
2592,23.0,False,,,,0.0,Still figuring it out,,,,,,,,,,,,,True
2593,22.0,True,,,Helsinki,0.0,"Long-term, open to short",,,,,,,173.0,,,,,,True
2594,26.0,False,,,,0.0,,,,,,,,,,,,,,False
2595,32.0,False,,,,0.0,"Short-term, open to long",,,,,,,,,,,,,True
2596,30.0,True,,University,,0.0,"Long-term, open to short",,0.0,0.0,0.0,,Libra,,In Grad School,,,student,University,True
2597,23.0,False,,,Chaudfontaine,0.0,Long-term partner,,,,,,Leo,168.0,Masters,,Sometimes,institutrice,,True
2598,21.0,True,,,Heerhugowaard,0.0,"Short-term, open to long",,,,,,Gemini,181.0,Trade School,Monogamy,Never,Parfumerie Douglas,,True
2599,23.0,False,,Verpleegkunde,,0.0,,,,,,,,,,,,,,True
2600,28.0,True,,,,0.0,Long-term partner,Straight,,,,,,,,,,,,True
2601,20.0,True,,Persoonlijk Begeleider Specifieke Doelgroepen,Almere,0.0,Long-term partner,,,,0.0,,Aquarius,,Trade School,Monogamy,,,,True
2602,21.0,False,,,,0.0,,,,,,,Scorpio,173.0,,,,Sundays,,True
